dataset,model,seed,best_params,train_cindex_mean,train_cindex_std,train_cindex_ci_lower,train_cindex_ci_upper,train_ibs_mean,train_ibs_std,train_ibs_ci_lower,train_ibs_ci_upper,train_cal_mean,train_cal_std,train_cal_ci_lower,train_cal_ci_upper,val_cindex_mean,val_cindex_std,val_cindex_ci_lower,val_cindex_ci_upper,val_ibs_mean,val_ibs_std,val_ibs_ci_lower,val_ibs_ci_upper,val_cal_mean,val_cal_std,val_cal_ci_lower,val_cal_ci_upper,test_cindex_mean,test_cindex_std,test_cindex_ci_lower,test_cindex_ci_upper,test_ibs_mean,test_ibs_std,test_ibs_ci_lower,test_ibs_ci_upper,test_cal_mean,test_cal_std,test_cal_ci_lower,test_cal_ci_upper,time_sec_total,n_bootstrap_iters,n_trials,space_file,status,error
metabric,aft,42,"{""distribution"": ""lognormal"", ""num_layers"": 4, ""hidden_units"": 128, ""activation"": ""gelu"", ""dropout"": 0.0582454865809193, ""batchnorm"": false, ""residual"": false, ""use_attention"": false, ""epochs"": 300, ""batch_size"": 128, ""lr"": 0.002874020467252282, ""weight_decay"": 3.683250245345051e-06, ""patience"": 55, ""val_fraction"": 0.15, ""lr_scheduler"": ""plateau"", ""interpolation"": ""linear""}",0.6768616403653366,0.02608234319726504,0.632622772534176,0.7257323776452488,0.18824299968487318,0.008170085548280638,0.17318392717568837,0.20153154169248502,0.047051908477214896,0.009483447276077181,0.03257511634050935,0.06527834280869099,0.6379038936155608,0.021106048486674953,0.6011240821571359,0.6743813040689726,0.19996908414379333,0.006307501351502294,0.19155779256757413,0.21440624884303305,0.07825601300083823,0.01797712262013828,0.05867568190056938,0.11670016609474407,0.6524401832390887,0.017621320829356718,0.6270818113086014,0.6812109632688551,0.1974593798969969,0.007034502562598448,0.18384393446860936,0.20719904918739282,0.07910925783664283,0.012613367449679693,0.06062727484186171,0.09497063915057564,1866.4588118579923,20,300,spaces/aft.yaml,ok,
metabric,coxph,42,"{""epochs"": 300, ""lr"": 0.008487798607169179, ""weight_decay"": 1.5608876535703935e-07, ""patience"": 10, ""val_fraction"": 0.15, ""lr_scheduler"": ""step"", ""interpolation"": ""step""}",0.6392044610686608,0.008175023807626228,0.6275245634429104,0.6513337195607674,0.19438463059926253,0.0030290248049688823,0.18933368623621333,0.19826781486585449,0.04166546218939471,0.006103963432943218,0.030538926951298867,0.051435790474959414,0.6307959279824138,0.017359190382665042,0.5975994056777656,0.6576022002191375,0.1973499123297826,0.006462844009963774,0.18541141151635268,0.2060865368076319,0.0731774622811195,0.012942765979052173,0.05390248089706076,0.09310460667214612,0.638499422110667,0.019937448614348832,0.6100161178011443,0.6755923892201487,0.19640378128655178,0.00801542734669115,0.17906573309664683,0.2071877598227665,0.07380646643618273,0.011041303529885063,0.05514632070690711,0.09443008300542846,188.35901730699698,20,300,spaces/coxph.yaml,ok,
metabric,deephit,42,"{""num_durations"": 10, ""num_layers"": 3, ""hidden_units"": 23, ""activation"": ""gelu"", ""dropout"": 0.39635310289072023, ""batchnorm"": false, ""residual"": false, ""use_attention"": false, ""epochs"": 300, ""batch_size"": 64, ""lr"": 0.0026555653346981957, ""weight_decay"": 3.862368681183266e-05, ""patience"": 13, ""val_fraction"": 0.15, ""lr_scheduler"": ""step"", ""interpolation"": ""step""}",0.6589664860155678,0.009771078579062713,0.6428276357291987,0.6719585185672706,0.1893638044688731,0.003625180353713731,0.1847993107489246,0.1960854258449328,0.05697041962910567,0.005453687139768718,0.04930167814678169,0.06868755453560708,0.6387560159248359,0.018062709909738777,0.6061044573351598,0.6676917218010452,0.19548437545943959,0.005346151760313947,0.18652716978765987,0.20391213332545965,0.08382924512687867,0.01439026414577229,0.06428265752538176,0.10973987445361753,0.6482420155208678,0.01819530581132852,0.6149856806891117,0.6771075952439308,0.19407410832380464,0.006867801639894556,0.18026143179786042,0.2033145062710726,0.08809812190405011,0.012944119885919536,0.06831000176989983,0.1121460224542289,1301.883321144007,20,300,spaces/deephit.yaml,ok,
metabric,deepsurv,42,"{""num_layers"": 2, ""hidden_units"": 64, ""activation"": ""gelu"", ""dropout"": 0.15118057438627652, ""batchnorm"": false, ""residual"": false, ""use_attention"": false, ""epochs"": 300, ""lr"": 0.00039963953644492583, ""weight_decay"": 5.398893700738547e-05, ""patience"": 29, ""val_fraction"": 0.15, ""lr_scheduler"": ""step"", ""interpolation"": ""step""}",0.6551886577304276,0.012476543698643284,0.6300407832720278,0.6747568205621975,0.1901690941634769,0.004448798630607296,0.18308605716622986,0.19905267531901752,0.03589210823538871,0.007122522807806537,0.025863241167572562,0.049040615073170486,0.6358199315207569,0.016068137009423868,0.611110303088059,0.6626141704729885,0.1965867501526564,0.00622062864468542,0.1842207204313249,0.20457332699549843,0.07273158344589317,0.013793770107050168,0.053337348478958956,0.09919219694475438,0.645687126055568,0.01908120230622014,0.6202964059588605,0.6805066826674502,0.19526840091966477,0.008019614986785224,0.17812915827244585,0.2067136849666934,0.07414926555803056,0.013441010356666271,0.055794912483682776,0.10346649905816638,585.0576533010026,20,300,spaces/deepsurv.yaml,ok,
metabric,logistic_hazard,42,"{""num_durations"": 20, ""num_layers"": 4, ""hidden_units"": 16, ""activation"": ""gelu"", ""dropout"": 0.11665218341528867, ""batchnorm"": true, ""residual"": false, ""use_attention"": false, ""epochs"": 300, ""batch_size"": 512, ""lr"": 0.0034663822559981073, ""weight_decay"": 7.770209604817146e-06, ""patience"": 44, ""val_fraction"": 0.15, ""lr_scheduler"": ""plateau"", ""interpolation"": ""step""}",0.6736218524479656,0.014041454305312005,0.6405444415310472,0.68733256008499,0.18307268833135995,0.005816815477257077,0.17692108716396887,0.19649188527900016,0.04378894438633568,0.005010775192897971,0.0373054861454315,0.05389282357265485,0.6347364125154688,0.01346204293031034,0.6134853638003634,0.6603927014344647,0.19749323395906643,0.005935431937226574,0.18709790341166924,0.2081115986000808,0.0771331640964319,0.014482761908600693,0.05483831513374809,0.10272402721116862,0.6430309343553586,0.02042953706453456,0.6127283637373672,0.6737607246504158,0.19555501428915426,0.008851759681181274,0.17961852234714373,0.2094720830261227,0.08282660380499741,0.01511262196148874,0.06304912293827872,0.1184379128602204,1754.596927318009,20,300,spaces/logistic_hazard.yaml,ok,
metabric,pchazard,42,"{""num_durations"": 17, ""num_layers"": 3, ""hidden_units"": 64, ""activation"": ""gelu"", ""dropout"": 0.055656560272107504, ""batchnorm"": false, ""residual"": true, ""use_attention"": true, ""epochs"": 300, ""batch_size"": 64, ""lr"": 0.0007017502991533372, ""weight_decay"": 0.0003077005427097017, ""patience"": 52, ""val_fraction"": 0.15, ""lr_scheduler"": ""plateau"", ""interpolation"": ""step""}",0.6559011472060817,0.009838410902347949,0.642510929016078,0.6738871036491979,0.18900906013767488,0.003901083757216263,0.18218302086883761,0.19463711243364695,0.04335679109782774,0.008386118351707737,0.03321873311939913,0.06509780354199203,0.63454240181468,0.01770131678317798,0.6064297784072199,0.6627316648263896,0.19608666406637426,0.006156650887400738,0.18446123399140676,0.20492218694905773,0.0663656520942256,0.006750324679795023,0.05544525965039549,0.07639738612493824,0.6429031141111917,0.01709997931416819,0.6124269791141359,0.6699690646029498,0.19466287007406563,0.0071547821075965,0.1802212413073318,0.20471936277562364,0.06862993550679239,0.010420520174792565,0.05099162809133754,0.08428096220226759,2801.1504945780034,20,300,spaces/pchazard.yaml,ok,
metabric,survival_forest,42,"{""n_estimators"": 170, ""max_depth"": 5, ""interpolation"": ""linear"", ""n_jobs"": 4}",0.7066749412995025,0.005136786926679699,0.6959243653779333,0.7149536320465787,0.1775956242596387,0.002437312709031949,0.17274314520457357,0.18112770252415739,0.0896940189699952,0.006833779040274622,0.08004731460218976,0.10205351685240822,0.6351163352621869,0.01815988516881055,0.6045504349408316,0.6677722351015112,0.19628713126693795,0.003836428869592274,0.19116679374515028,0.20310174405578268,0.08043009946242094,0.014621704819840589,0.05851042983291566,0.10846400338203807,0.6420973756254912,0.018231362431619203,0.6130072259631076,0.669026868470657,0.19552453874852754,0.006260105419500014,0.18417396845438175,0.20395751258956588,0.08160533105931965,0.016184451067682917,0.05747045118424744,0.10865659633927122,9417.779717707002,20,300,spaces/survival_forest.yaml,ok,
metabric,xgbcox,42,"{""num_boost_round"": 136, ""learning_rate"": 0.08446683110131933, ""max_depth"": 1, ""subsample"": 0.993473807714885, ""colsample_bytree"": 0.9355334396766832, ""interpolation"": ""linear""}",0.6689657733013263,0.00646731306902679,0.6592064644383462,0.6798579307602334,0.18725955939124056,0.0024591233953144055,0.18255607049542236,0.19059233139375045,0.043830098003304854,0.004622656898896965,0.03521318140572205,0.05045228273608089,0.6399456084283379,0.017212945087752462,0.6102660925254318,0.6689353293033519,0.1959282308690027,0.0051997032980073,0.18720843315960617,0.20477183048570805,0.07185645859778786,0.010964383447202963,0.055554558113782695,0.09461548936832448,0.6433426788828223,0.01863311908482084,0.6148496732459285,0.670186660252354,0.19614680580278657,0.007217190617955925,0.1834676921836077,0.20527035907752977,0.07414818400325066,0.012503708338553512,0.05528556315671515,0.09616207183380714,85.68637820398726,20,300,spaces/xgbcox.yaml,ok,
metabric,dcm,42,"{""K"": 5, ""enc_layers"": 1, ""enc_output"": 43, ""enc_hidden"": 242, ""activation"": ""gelu"", ""dropout"": 0.09182915800084394, ""batchnorm"": false, ""residual"": true, ""use_attention"": true, ""bias"": true, ""vae_alpha"": 0.2859365512887107, ""vae_recon_weight"": 7.40872718107794, ""gate_ce_weight"": 0.20480132741350457, ""epochs"": 300, ""batch_size"": 128, ""lr"": 0.0004996713096770914, ""weight_decay"": 3.095163694910278e-05, ""patience"": 17, ""val_fraction"": 0.15, ""lr_scheduler"": null, ""interpolation"": ""linear""}",0.6512531072516824,0.011325913164649107,0.6356772699741562,0.6699598726102969,0.19023863957143888,0.0029832229433294478,0.18509727209182258,0.19542579017957767,0.034046210514289944,0.006359819748412928,0.026250246969668125,0.04896344889211966,0.6348492507644108,0.018823386963504062,0.6055131658320064,0.6655798916729014,0.19459473391452334,0.006250066777282533,0.1834479141120924,0.20279383879002919,0.06920633375370773,0.013761089026742671,0.0450563123712314,0.0933715070562813,0.6452891885767289,0.02101701558753885,0.6100580041446808,0.6776773828761845,0.1935125245286389,0.007749687447713953,0.1792328973368508,0.20515104171605278,0.07139399466216247,0.01188593598307718,0.05477711272926642,0.09659537668435624,11462.005629891995,20,300,spaces/dcm.yaml,ok,
metabric,vadesc,42,"{""epochs"": 300, ""batch_size"": 128, ""lr"": 0.0015663252581719653, ""weight_decay"": 0.0008619314275640762, ""patience"": 16, ""val_fraction"": 0.15, ""lr_scheduler"": null, ""interpolation"": ""step"", ""K"": 7, ""latent_dim"": 32, ""recon_distribution"": ""bernoulli"", ""enc_hidden"": [128, 128], ""dec_hidden"": [128, 256], ""activation"": ""gelu"", ""dropout"": 0.1, ""batchnorm"": true, ""residual"": true, ""lambda_recon"": 1.0, ""lambda_surv"": 1.0, ""lambda_kl"": 1.0}",0.6543731107659132,0.011574836814390548,0.6348106209017838,0.6747644854981419,0.1896542919584267,0.003939943168284224,0.1833437608205996,0.1967627289958888,0.04351223669053163,0.005668116818583479,0.03348941066518121,0.05311351849248079,0.6329023315984308,0.019421437806685624,0.5968883130172321,0.6684019938022876,0.19490773290977237,0.0050161522745839175,0.1858737388721277,0.2037421754272594,0.07122032741559785,0.013064046141961858,0.04869603100419752,0.0980463462905275,0.6453325467223472,0.022355233852596745,0.6128318455308785,0.6799127906068048,0.1937565693598333,0.007969894979510414,0.18035920310677486,0.2050479677225031,0.07564175076532656,0.01116661137545142,0.05940633558996316,0.09262285745780054,36676.357558633026,20,300,spaces/vadesc.yaml,ok,
